id,@id,abandoned,access,access:conditional,addr:block,addr:city,addr:city:en,addr:country,addr:district,addr:housenumber,addr:neighbourhood,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,admin_level,alt_name,alt_name:hi,amenity,area:highway,barrier,bench,bin,boundary,building,bus,capacity,check_date,construction,description,designation,disused:landuse,disused:leisure,disused:name,disused:operator,dog,ele,email,entrance,fax,fee,fee:conditional,fitness_station,fixme,fountain,gnis:feature_id,historic,image,int_name,landuse,layer,leisure,loc_name,location,location:transition,male,mapillary,material,mobile,name,name:ar,name:de,name:en,name:es,name:etymology:wikidata,name:fa,name:fr,name:hi,name:ml,name:ru,name:ur,name:zh,nat_name,natural,noname,note,official_name,official_name:hi,old_name,old_name:ur,opening_hours,opening_hours:covid19,operator,operator:short,operator:type,operator:wikidata,parking,phone,place,playground,playground:theme,public_transport,reg_name,religion,residential,route_ref,shelter,short_name,smoking,source,source:boundary,start_date,surface,tactile_paving,toilets,toilets:access,tourism,type,wall,water,website,wheelchair,wikidata,wikimedia_commons,wikipedia,@geometry,geometry
way/545417433,way/545417433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2153179 28.5397788)
way/545592957,way/545592957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recreation_ground,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1779036 28.5020676)
way/546276393,way/546276393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Central Park Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3042596 28.5875785)
way/546331088,way/546331088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2062377 28.6205127)
way/547679447,way/547679447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,C-6 Vasant Kunj Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1467197 28.5370482)
way/547679448,way/547679448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Central Park C-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1454071 28.5367425)
way/547679449,way/547679449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Back Park C-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.146288 28.5362315)
way/549635142,way/549635142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3202444 28.6963637)
way/549635144,way/549635144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3204085 28.6956443)
way/549635149,way/549635149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3172375 28.6962702)
way/549635150,way/549635150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3233053 28.6948836)
way/552773490,way/552773490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.226528 28.5439571)
way/552773498,way/552773498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2255679 28.5450705)
way/553845693,way/553845693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Talkatora Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1942736 28.6238942)
way/554909507,way/554909507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1790479 28.5014388)
way/555438038,way/555438038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Rock Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.167361 28.5695721)
way/556039267,way/556039267,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Rohini East Community Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1254219 28.7067546)
way/556043455,way/556043455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,community park,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1233561 28.7088221)
way/556044012,way/556044012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1232376 28.7082832)
way/556047872,way/556047872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1182483 28.7079283)
way/556050349,way/556050349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1225838 28.7083904)
way/558832166,way/558832166,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Tikona Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.195532 28.6459546)
way/570745079,way/570745079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Veer Savarkar Park,,,,,Q471040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2232772 28.5841219)
way/579530170,way/579530170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.010645 28.6422381)
way/581208390,way/581208390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2726809 28.6558865)
way/581208488,way/581208488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2722237 28.6565096)
way/583556646,way/583556646,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,DDA Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2037586 28.5213183)
way/583790188,way/583790188,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1984551 28.5089444)
way/583790190,way/583790190,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1978324 28.5079579)
way/584472903,way/584472903,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Mata Shanti Sevani Park,,,,,,,,माता शान्ति सेवानी पार्क,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2116578 28.5366231)
way/585585500,way/585585500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Mayurdhwaj Centre Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pond,,,,,,center,POINT (77.302601 28.6325089)
way/585585501,way/585585501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,park,,,,,,,,Fountain Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.302829 28.6319843)
way/585585502,way/585585502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Mandir Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3034562 28.632328)
way/585589000,way/585589000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,DDA Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3019453 28.6331549)
way/586013155,way/586013155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2332093 28.5565592)
way/586013166,way/586013166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2317612 28.559604)
way/586386468,way/586386468,,,,,,,,,,,,,,,,,,,,,hedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3073162 28.6284761)
way/586386477,way/586386477,,private,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3078159 28.6285217)
way/586386478,way/586386478,,,,,,,,,,,,,,,,,,,,,hedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3075612 28.6284408)
way/586386479,way/586386479,,,,,,,,,,,,,,,,,,,,,hedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.3077607 28.6283798)
way/589298396,way/589298396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.231377 28.5543396)
way/604719071,way/604719071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1897969 28.4895363)
way/606467312,way/606467312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,D10 PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1215118 28.7092802)
way/610486624,way/610486624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Rajendra Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.177227 28.6407307)
way/619847480,way/619847480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Badminton park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1894365 28.5616383)
way/619849573,way/619849573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Ram park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1903641 28.5617637)
way/623402192,way/623402192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,RK Khanna Tennis Park,,,,,,,,,,,,,,grassland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1878948 28.5584491)
way/626619157,way/626619157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park & kids playground,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Azad Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2061769 28.7004987)
way/628859942,way/628859942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1140088 28.6273158)
way/628961520,way/628961520,,,,,,,,,,,,,,,,,Gautam Buddha Centenary Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Vice Chancellor's Lawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2122658 28.6896343)
way/631913270,way/631913270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Satpula Lake Park DSA,,,,,,,,,,,,,,,,,,,DDA Bala Sai Park,,,,Division Southern Area,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2225335 28.5334826)
way/632796567,way/632796567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Central Park Peera Garhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0896132 28.6765906)
way/632857886,way/632857886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fort,,,,,park,,,,,,,,Qila Rai Pithora,قلعة راي بيثورا,,,,,,,किला राय पिथौरा,കില റായ് പിത്തോര,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q14512138,Category:Qila Rai Pithora,en:Qila Rai Pithora,center,POINT (77.1947238 28.5194345)
way/633000292,way/633000292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Children's Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1978139 28.5232378)
way/633000296,way/633000296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Rai Pithora Cultural Complex,,,,,,,,,,,,,,,,,,,,,,,Ministry of Tourism;Ministry of Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Rai Pithora Cultural Complex.jpg,,center,POINT (77.2024981 28.5276656)
way/633941333,way/633941333,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Jagriti Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,center,POINT (77.3068077 28.6268649)
way/633981384,way/633981384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1208478 28.7026095)
way/636367839,way/636367839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1985629 28.5103246)
way/636367841,way/636367841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1990106 28.5105013)
way/636371752,way/636371752,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1608884 28.5657888)
way/636371755,way/636371755,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1602862 28.5667331)
way/637361420,way/637361420,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2456858 28.5669852)
way/637361421,way/637361421,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2441823 28.5676018)
way/637361422,way/637361422,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2388474 28.5698432)
way/637361424,way/637361424,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2373558 28.5704591)
way/637962999,way/637962999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,azad park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1928809 28.6676715)
way/637963022,way/637963022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Mahavir Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1852124 28.6688969)
way/637963023,way/637963023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.187857 28.6680906)
way/637963024,way/637963024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1863465 28.6683979)
way/637963025,way/637963025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,green space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1919129 28.666656)
way/637964008,way/637964008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,central park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.18985 28.6712663)
way/637964009,way/637964009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,shri ram park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1911955 28.6732919)
way/637964010,way/637964010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,shri krishna park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1930445 28.6725661)
way/638787344,way/638787344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1244319 28.7123441)
way/643412502,way/643412502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1415237 28.720663)
way/643414605,way/643414605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1413672 28.7215511)
way/643415239,way/643415239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1410212 28.7210335)
way/644875852,way/644875852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Community Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.0611063 28.626411)
way/645626914,way/645626914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2508275 28.5881199)
way/645626915,way/645626915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2498915 28.5908514)
way/645626916,way/645626916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,Jhulewala Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2489426 28.5901154)
way/645626917,way/645626917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2517133 28.5889722)
way/645626922,way/645626922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.249524 28.5886769)
way/645626923,way/645626923,,,,,,,,,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2510999 28.5907473)
way/646941864,way/646941864,,,,D-10,,Rohini,,,,,,,,,Sector 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,D10 Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.1218544 28.7096645)
way/649068771,way/649068771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2303525 28.5732808)
way/649068772,way/649068772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.2302171 28.5737502)
way/649068773,way/649068773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (77.231601 28.5737893)
